,chr_loc,start,stop,name,prom_lengths
124,2.0,171481.0,171918.0,RRN10,762.0
125,2.0,170623.0,171038.0,LSM2,766.0
126,2.0,168423.0,169376.0,RPL19B,751.0
127,2.0,167838.0,167518.0,YBL028C,735.0
128,2.0,166134.0,167264.0,YBL029W,700.0
129,2.0,163997.0,163041.0,PET9,833.0
130,2.0,161699.0,162715.0,SHE1,732.0
131,2.0,160184.0,161329.0,HEK2,791.0
132,2.0,159693.0,158656.0,RIB1,718.0
133,2.0,158389.0,153848.0,STU1,759.0
134,2.0,153610.0,151493.0,POL12,778.0
135,2.0,151220.0,150447.0,YBL036C,713.0
136,2.0,147209.0,150286.0,APL3,793.0
137,2.0,146187.0,146885.0,MRPL16,767.0
138,2.0,145728.0,143989.0,URA7,754.0
139,2.0,142868.0,142112.0,ERD2,738.0
140,2.0,141247.0,141972.0,PRE7,735.0
141,2.0,140260.0,138341.0,FUI1,758.0
142,2.0,136688.0,137461.0,ECM13,832.0
144,2.0,135516.0,134143.0,COR1,855.0
145,2.0,132424.0,133749.0,PSY4,706.0
146,2.0,132040.0,127895.0,EDE1,874.0
148,2.0,126828.0,127244.0,MOH1,886.0
149,2.0,125125.0,126119.0,SEC17,775.0
150,2.0,124759.0,122753.0,PIN4,762.0
151,2.0,121874.0,119379.0,SAS3,950.0
153,2.0,117589.0,119166.0,TOD6,815.0
154,2.0,116829.0,115573.0,YBL055C,845.0
155,2.0,113762.0,115168.0,PTC3,803.0
156,2.0,113427.0,112801.0,PTH2,720.0
157,2.0,111437.0,112708.0,SHP1,736.0
158,2.0,110594.0,111244.0,YBL059W,700.0
159,2.0,107932.0,109995.0,YEL1,759.0
160,2.0,107406.0,105316.0,SKT5,806.0
162,2.0,101886.0,105221.0,KIP1,717.0
163,2.0,101156.0,100371.0,PRX1,747.0
165,2.0,100115.0,96669.0,SEF1,754.0
166,2.0,95882.0,93639.0,UBP13,982.0
167,2.0,92414.0,93394.0,PRS4,758.0
168,2.0,90741.0,92030.0,AST1,776.0
171,2.0,89125.0,88523.0,RPS8A,700.0
173,2.0,87789.0,86722.0,AAR2,733.0
174,2.0,86448.0,84499.0,SSA3,700.0
175,2.0,84261.0,81043.0,ILS1,713.0
177,2.0,80731.0,80378.0,ATG8,740.0
178,2.0,75259.0,79767.0,NUP170,771.0
179,2.0,74695.0,73070.0,PET112,739.0
180,2.0,71866.0,72972.0,YBL081W,1014.0
181,2.0,71127.0,69751.0,ALG3,737.0
183,2.0,69445.0,67169.0,CDC27,811.0
184,2.0,63876.0,66818.0,BOI1,975.0
185,2.0,62602.0,61202.0,YBL086C,824.0
186,2.0,60739.0,59822.0,RPL23A,723.0
187,2.0,59382.0,51019.0,TEL1,967.0
188,2.0,49574.0,50953.0,AVT5,744.0
189,2.0,48825.0,49358.0,MRP21,738.0
190,2.0,48628.0,47363.0,MAP2,727.0
191,2.0,45978.0,46370.0,RPL32,1096.0
192,2.0,44918.0,44256.0,ROX3,780.0
194,2.0,43277.0,44089.0,YBL095W,700.0
196,2.0,40831.0,43095.0,BRN1,754.0
197,2.0,39145.0,40527.0,BNA4,721.0
198,2.0,37053.0,38690.0,ATP1,1003.0
200,2.0,28299.0,24946.0,ECM21,984.0
201,2.0,24098.0,24745.0,SFT2,796.0
202,2.0,23536.0,22076.0,RTG3,954.0
203,2.0,21293.0,18177.0,YBL104C,782.0
204,2.0,17696.0,14241.0,PKC1,968.0
205,2.0,13879.0,10847.0,SRO77,738.0
206,2.0,10551.0,9961.0,YBL107C,704.0
212,2.0,241283.0,238941.0,NTH2,792.0
213,2.0,242568.0,241708.0,RER2,721.0
214,2.0,242809.0,244230.0,COQ1,729.0
215,2.0,245667.0,244366.0,GPI18,716.0
216,2.0,245906.0,246547.0,RCR1,758.0
217,2.0,247010.0,248503.0,UGA2,826.0
218,2.0,251016.0,248806.0,DSF2,1200.0
219,2.0,254209.0,252563.0,FLR1,918.0
220,2.0,255684.0,255373.0,HHF1,738.0
221,2.0,256331.0,256741.0,HHT1,728.0
222,2.0,257975.0,257112.0,IPP1,735.0
225,2.0,267336.0,266725.0,GRX7,760.0
226,2.0,269503.0,267710.0,MNN2,828.0
227,2.0,270247.0,270633.0,YBR016W,744.0
228,2.0,273703.0,270947.0,KAP104,752.0
229,2.0,275527.0,274427.0,GAL7,725.0
230,2.0,278352.0,276253.0,GAL10,700.0
231,2.0,279021.0,280607.0,GAL1,700.0
232,2.0,281443.0,283344.0,FUR4,836.0
233,2.0,283738.0,284271.0,POA1,768.0
234,2.0,287925.0,284428.0,CHS3,835.0
235,2.0,289445.0,290350.0,SCO2,807.0
236,2.0,291865.0,290681.0,OLA1,1011.0
237,2.0,294019.0,292877.0,ETR1,721.0
239,2.0,296002.0,294425.0,YBR028C,741.0
240,2.0,297742.0,296369.0,CDS1,780.0
241,2.0,298292.0,299950.0,RKM3,772.0
242,2.0,300166.0,301254.0,RPL4A,728.0
244,2.0,301944.0,304703.0,EDS1,700.0
245,2.0,305976.0,304930.0,HMT1,718.0
246,2.0,306955.0,306269.0,PDX3,1200.0
247,2.0,310313.0,309081.0,CSG2,748.0
248,2.0,311452.0,310565.0,SCO1,741.0
249,2.0,311898.0,314789.0,CHS2,765.0
250,2.0,315575.0,316510.0,ATP3,786.0
251,2.0,316968.0,317864.0,FIG1,882.0
252,2.0,318266.0,320275.0,FAT1,753.0
253,2.0,321609.0,320416.0,CST26,745.0
254,2.0,323945.0,321876.0,QDR3,849.0
255,2.0,326059.0,324341.0,TCM62,783.0
256,2.0,330092.0,328173.0,GIP1,838.0
257,2.0,331511.0,330507.0,ZTA1,732.0
259,2.0,332831.0,333812.0,RPS11B,750.0
260,2.0,336818.0,334386.0,REB1,765.0
261,2.0,338199.0,337183.0,REG2,883.0
263,2.0,339352.0,338720.0,RFS1,1200.0
265,2.0,343101.0,344135.0,YRO2,1200.0
266,2.0,347301.0,344602.0,PRP6,723.0
267,2.0,347879.0,349384.0,YBR056W,766.0
268,2.0,353293.0,352193.0,MUM2,790.0
269,2.0,356017.0,353672.0,UBP14,723.0
270,2.0,360187.0,356861.0,AKL1,825.0
271,2.0,362514.0,360652.0,ORC2,1200.0
272,2.0,365719.0,364787.0,TRM7,710.0
273,2.0,366600.0,365976.0,YBR062C,1200.0
276,2.0,369678.0,368584.0,ECM2,742.0
277,2.0,370699.0,370037.0,NRG2,1200.0
278,2.0,372735.0,372103.0,TIP1,1125.0
279,2.0,375690.0,373861.0,BAP2,883.0
280,2.0,378433.0,376574.0,TAT1,805.0
281,2.0,379934.0,379221.0,ALG14,743.0
282,2.0,380411.0,381046.0,YBR071W,772.0
283,2.0,382030.0,382674.0,HSP26,984.0
284,2.0,383112.0,385988.0,RDH54,700.0
285,2.0,386286.0,389216.0,YBR074W,707.0
287,2.0,390227.0,391291.0,ECM8,700.0
288,2.0,392293.0,391805.0,SLM4,746.0
289,2.0,393123.0,394742.0,ECM33,876.0
290,2.0,398277.0,395383.0,RPG1,725.0
291,2.0,400890.0,398614.0,SEC18,726.0
292,2.0,405251.0,401253.0,SPT7,842.0
293,2.0,407169.0,406628.0,UBC4,783.0
294,2.0,409169.0,410629.0,TEC1,1101.0
295,2.0,411054.0,413981.0,MIS1,743.0
296,2.0,415983.0,416906.0,AAC3,789.0
297,2.0,423041.0,420201.0,IST2,998.0
298,2.0,423765.0,424829.0,RFC5,713.0
299,2.0,425766.0,424990.0,POL30,740.0
302,2.0,427484.0,427155.0,TIM12,741.0
303,2.0,429101.0,427698.0,PHO3,720.0
304,2.0,430951.0,429548.0,PHO5,735.0
305,2.0,432036.0,434297.0,PBY1,763.0
306,2.0,435698.0,434406.0,RXT2,728.0
308,2.0,436951.0,441315.0,VPS15,742.0
309,2.0,441515.0,443590.0,MMS4,716.0
312,2.0,444693.0,443821.0,FES1,759.0
313,2.0,447323.0,445062.0,EXO84,749.0
314,2.0,447709.0,449316.0,SIF2,863.0
315,2.0,449667.0,450656.0,YMC2,787.0
316,2.0,451969.0,450881.0,VID24,729.0
317,2.0,452658.0,453224.0,PHO88,758.0
318,2.0,454530.0,453793.0,IML3,735.0
319,2.0,454822.0,457665.0,AIM3,733.0
320,2.0,458362.0,457919.0,CMD1,742.0
321,2.0,458872.0,460221.0,ALG1,761.0
322,2.0,461873.0,461178.0,YSA1,700.0
323,2.0,465770.0,462870.0,CYC8,897.0
325,2.0,467248.0,469620.0,RAD16,785.0
326,2.0,473926.0,469748.0,LYS2,808.0
328,2.0,476437.0,474392.0,TKL2,937.0
329,2.0,477671.0,479047.0,TEF2,763.0
330,2.0,479338.0,480323.0,MUD1,749.0
331,2.0,480923.0,480435.0,CBP6,784.0
332,2.0,483367.0,481364.0,GRS1,772.0
333,2.0,484503.0,483970.0,MRPL36,733.0
334,2.0,486691.0,484742.0,TFC1,766.0
336,2.0,488380.0,487199.0,PTC4,881.0
337,2.0,490392.0,488905.0,TPS1,876.0
338,2.0,492822.0,491269.0,VMA2,757.0
339,2.0,494115.0,493081.0,ATG14,771.0
340,2.0,495339.0,494353.0,OPY1,737.0
341,2.0,496869.0,495592.0,SHE3,760.0
342,2.0,497163.0,499277.0,CCZ1,730.0
343,2.0,501442.0,499652.0,AGP2,833.0
344,2.0,504287.0,501804.0,HSL7,821.0
346,2.0,504854.0,505306.0,CKS1,797.0
347,2.0,505668.0,512774.0,MEC1,744.0
348,2.0,513044.0,513583.0,YBR137W,785.0
349,2.0,515336.0,513762.0,YBR138C,769.0
350,2.0,515664.0,517190.0,YBR139W,709.0
351,2.0,526628.0,517350.0,IRA1,970.0
352,2.0,528038.0,527025.0,YBR141C,720.0
353,2.0,528317.0,530638.0,MAK5,764.0
354,2.0,532182.0,530869.0,SUP45,790.0
356,2.0,533762.0,534817.0,ADH5,790.0
357,2.0,535260.0,536096.0,MRPS9,763.0
358,2.0,536575.0,537465.0,RTC2,825.0
359,2.0,537876.0,539705.0,YSW1,875.0
360,2.0,539987.0,541021.0,ARA1,769.0
361,2.0,544493.0,541209.0,TBS1,729.0
362,2.0,545028.0,545978.0,APD1,827.0
363,2.0,546376.0,547251.0,SPP381,754.0
364,2.0,547460.0,548194.0,RIB7,762.0
365,2.0,549009.0,548362.0,RPB5,791.0
366,2.0,549771.0,550928.0,CNS1,753.0
367,2.0,553200.0,551104.0,SLI15,744.0
368,2.0,554310.0,553543.0,ICS2,1119.0
369,2.0,556549.0,558198.0,AMN1,1120.0
370,2.0,558685.0,559728.0,IFA38,750.0
371,2.0,560078.0,560974.0,CDC28,821.0
372,2.0,561634.0,562764.0,CSH1,884.0
373,2.0,564570.0,563203.0,TOS1,849.0
374,2.0,565723.0,567480.0,EXO5,789.0
375,2.0,568426.0,567875.0,ARL1,819.0
376,2.0,568852.0,569685.0,UBS1,792.0
377,2.0,571200.0,569842.0,TYR1,746.0
378,2.0,571890.0,571468.0,POP7,736.0
379,2.0,572371.0,573612.0,PEX32,827.0
380,2.0,575996.0,573915.0,SSE2,754.0
381,2.0,578086.0,576344.0,NPL4,743.0
382,2.0,578364.0,578984.0,SEC66,732.0
383,2.0,581372.0,579150.0,SMY2,808.0
384,2.0,582172.0,581726.0,UMP1,726.0
386,2.0,582408.0,583355.0,SWD3,713.0
387,2.0,583720.0,584658.0,ECM31,798.0
388,2.0,586162.0,584807.0,EHT1,731.0
390,2.0,589114.0,586547.0,FZO1,765.0
391,2.0,589741.0,591459.0,DTR1,700.0
392,2.0,592774.0,591712.0,RPS6B,741.0
393,2.0,594864.0,593506.0,SMP1,861.0
394,2.0,596115.0,597065.0,YPC1,851.0
396,2.0,599959.0,599123.0,MBA1,719.0
397,2.0,600553.0,602360.0,PCH2,700.0
398,2.0,602634.0,603476.0,GDT1,823.0
399,2.0,604107.0,603685.0,NTC20,775.0
400,2.0,604508.0,605508.0,RPS9B,738.0
402,2.0,606270.0,607140.0,RPL21A,762.0
403,2.0,607652.0,608785.0,RIM2,895.0
404,2.0,609753.0,609082.0,MED8,746.0
405,2.0,610038.0,610409.0,AIM4,775.0
406,2.0,611882.0,610614.0,MSI1,716.0
407,2.0,613900.0,612236.0,PGI1,1200.0
408,2.0,615856.0,615203.0,YBR197C,724.0
409,2.0,618523.0,616127.0,TAF5,776.0
410,2.0,618909.0,620303.0,KTR4,796.0
411,2.0,620872.0,622527.0,BEM1,759.0
412,2.0,623576.0,624211.0,DER1,838.0
413,2.0,625772.0,628309.0,MCM7,761.0
414,2.0,629168.0,631942.0,COS111,927.0
415,2.0,633381.0,632254.0,YBR204C,744.0
416,2.0,633622.0,634836.0,KTR3,747.0
418,2.0,635146.0,636543.0,FTH1,765.0
419,2.0,642210.0,636703.0,DUR1_2,796.0
421,2.0,645550.0,645978.0,ERV15,738.0
422,2.0,647132.0,646158.0,AME1,809.0
423,2.0,647886.0,649904.0,NGR1,1106.0
424,2.0,650368.0,651192.0,MET8,792.0
425,2.0,651415.0,652998.0,SDS24,790.0
426,2.0,653356.0,655317.0,HPC2,752.0
427,2.0,657600.0,655576.0,YBP1,732.0
428,2.0,657832.0,658392.0,ATG12,757.0
429,2.0,662249.0,658707.0,PYC2,1200.0
432,2.0,666253.0,665153.0,PDB1,903.0
433,2.0,668351.0,666720.0,PCS60,734.0
434,2.0,670297.0,668663.0,TDP1,1200.0
438,2.0,675134.0,673572.0,MCX1,758.0
439,2.0,675313.0,676227.0,SLX1,700.0
440,2.0,679221.0,676357.0,ROT2,707.0
441,2.0,680050.0,679549.0,OM14,733.0
442,2.0,683090.0,682179.0,SWC5,757.0
444,2.0,683428.0,684669.0,PBP2,799.0
445,2.0,686592.0,685438.0,ARC40,746.0
446,2.0,686901.0,690263.0,YBR235W,781.0
447,2.0,691693.0,690383.0,ABD1,738.0
448,2.0,691969.0,694518.0,PRP5,747.0
449,2.0,697302.0,695107.0,YBR238C,1051.0
450,2.0,699943.0,698354.0,ERT1,850.0
451,2.0,701842.0,700490.0,THI2,746.0
452,2.0,704055.0,702589.0,YBR241C,927.0
453,2.0,704670.0,705386.0,YBR242W,868.0
454,2.0,706793.0,705447.0,ALG7,738.0
455,2.0,707528.0,708016.0,GPX2,742.0
456,2.0,711539.0,708150.0,ISW1,700.0
457,2.0,711591.0,712754.0,RRT2,740.0
458,2.0,714455.0,713004.0,ENP1,723.0
459,2.0,716465.0,714807.0,HIS7,776.0
460,2.0,717994.0,716882.0,ARO4,790.0
461,2.0,719033.0,720604.0,SPO23,700.0
462,2.0,721390.0,722313.0,MRPS5,786.0
463,2.0,722611.0,723054.0,DUT1,724.0
464,2.0,723270.0,723635.0,SRB6,757.0
465,2.0,724263.0,723736.0,TRS20,708.0
466,2.0,724456.0,726540.0,MTC4,738.0
467,2.0,728102.0,727386.0,RIB5,722.0
468,2.0,728885.0,729724.0,POP4,744.0
469,2.0,730162.0,729734.0,SHG1,733.0
470,2.0,730387.0,732453.0,YBR259W,747.0
471,2.0,734639.0,732639.0,RGD1,714.0
472,2.0,735530.0,734832.0,TAE1,725.0
473,2.0,736040.0,735720.0,AIM5,738.0
474,2.0,736264.0,737736.0,SHM1,757.0
475,2.0,738369.0,737770.0,YPT10,725.0
476,2.0,738582.0,739544.0,TSC10,743.0
478,2.0,739841.0,741022.0,REI1,718.0
479,2.0,741299.0,741616.0,MRPL37,720.0
480,2.0,742576.0,742160.0,FMP21,721.0
481,2.0,744398.0,742761.0,BIT2,1002.0
482,2.0,744852.0,746111.0,YBR271W,724.0
483,2.0,747803.0,746361.0,HSM3,715.0
484,2.0,749371.0,748061.0,UBX7,731.0
485,2.0,749594.0,751177.0,CHK1,747.0
486,2.0,757106.0,751356.0,RIF1,825.0
487,2.0,760043.0,757620.0,PPS1,795.0
489,2.0,760294.0,760899.0,DPB3,728.0
490,2.0,761257.0,762594.0,PAF1,735.0
491,2.0,764697.0,762784.0,SAF1,723.0
492,2.0,767606.0,764970.0,DUG2,745.0
493,2.0,768240.0,768680.0,MRPL27,738.0
494,2.0,770415.0,768943.0,SSH1,849.0
495,2.0,771239.0,773632.0,YBR284W,712.0
497,2.0,774700.0,776313.0,APE3,1068.0
498,2.0,776571.0,777854.0,YBR287W,733.0
499,2.0,779463.0,778012.0,APM3,750.0
500,2.0,779667.0,782384.0,SNF5,725.0
501,2.0,782591.0,783556.0,BSD2,720.0
502,2.0,784572.0,783673.0,CTP1,1200.0
504,2.0,787006.0,788430.0,VBA2,1200.0
505,2.0,789235.0,791814.0,SUL1,805.0
506,2.0,792849.0,796499.0,PCA1,751.0
507,2.0,798522.0,796798.0,PHO89,1000.0
508,2.0,800523.0,801929.0,MAL33,1001.0
509,2.0,804475.0,802631.0,MAL31,700.0
510,2.0,805351.0,807105.0,MAL32,907.0
512,2.0,809057.0,809419.0,PAU24,1200.0
513,2.0,811479.0,810340.0,COS2,1200.0
514,3.0,111916.0,112482.0,RER1,1200.0
516,3.0,109105.0,110670.0,PGS1,779.0
517,3.0,108021.0,108791.0,LDB16,747.0
519,3.0,106853.0,105696.0,STP22,706.0
520,3.0,105548.0,104619.0,ILV6,729.0
521,3.0,104350.0,103571.0,SGF29,720.0
522,3.0,103358.0,102075.0,GBP2,741.0
523,3.0,96281.0,101191.0,BUD3,799.0
524,3.0,95763.0,94621.0,DCC1,732.0
525,3.0,94270.0,92777.0,NFS1,807.0
526,3.0,91324.0,92418.0,LEU2,700.0
531,3.0,79162.0,82275.0,KCC4,759.0
532,3.0,77919.0,76018.0,AGP1,729.0
533,3.0,71803.0,73341.0,FUS1,730.0
534,3.0,70150.0,71367.0,RNQ1,746.0
535,3.0,69921.0,68599.0,BIK1,755.0
536,3.0,68333.0,65934.0,HIS4,760.0
537,3.0,65568.0,64675.0,RRP7,742.0
538,3.0,63441.0,64481.0,STE50,753.0
539,3.0,63282.0,62776.0,MXR2,700.0
540,3.0,61658.0,62722.0,LSB5,745.0
541,3.0,61173.0,60841.0,GRX1,747.0
542,3.0,59026.0,60726.0,GFD2,753.0
543,3.0,58678.0,57374.0,SRO9,767.0
544,3.0,56527.0,54941.0,ATG22,846.0
545,3.0,52645.0,54882.0,GID7,720.0
546,3.0,50838.0,52340.0,GLK1,729.0
549,3.0,50221.0,48653.0,PDI1,737.0
550,3.0,48364.0,47111.0,MGR1,747.0
551,3.0,46905.0,44623.0,EMC1,738.0
553,3.0,44437.0,43661.0,YCL047C,714.0
554,3.0,42165.0,43556.0,SPS22,721.0
555,3.0,40724.0,39786.0,YCL049C,755.0
556,3.0,38801.0,37836.0,APA1,762.0
557,3.0,35865.0,37616.0,LRE1,981.0
558,3.0,35393.0,34143.0,PBN1,738.0
559,3.0,31449.0,33974.0,SPB1,792.0
560,3.0,27929.0,28936.0,KAR4,728.0
561,3.0,27359.0,26925.0,YCL056C,731.0
562,3.0,24768.0,26906.0,PRD1,711.0
563,3.0,23981.0,23523.0,FYV5,700.0
564,3.0,23379.0,22429.0,KRR1,725.0
565,3.0,22106.0,18816.0,MRC1,757.0
566,3.0,17290.0,18561.0,VAC17,740.0
567,3.0,16880.0,15798.0,CHA1,710.0
569,3.0,13282.0,13809.0,HMLALPHA1,700.0
570,3.0,13018.0,12386.0,HMLALPHA2,700.0
572,3.0,9706.0,11082.0,VBA3,700.0
578,3.0,118348.0,117380.0,CDC10,750.0
579,3.0,118620.0,119171.0,MRPL32,722.0
580,3.0,120318.0,119575.0,YCP4,833.0
581,3.0,122328.0,120946.0,CIT2,1200.0
583,3.0,126730.0,126011.0,YCR007C,985.0
584,3.0,128470.0,130281.0,SAT4,1158.0
585,3.0,131542.0,130745.0,RVS161,764.0
586,3.0,133124.0,132273.0,ADY2,700.0
587,3.0,136873.0,133724.0,ADP1,829.0
588,3.0,137746.0,138996.0,PGK1,755.0
590,3.0,140933.0,139185.0,POL4,863.0
591,3.0,142170.0,141217.0,YCR015C,727.0
593,3.0,147634.0,144773.0,CWH43,729.0
594,3.0,148903.0,148238.0,SRD1,700.0
595,3.0,152837.0,153928.0,MAK32,986.0
596,3.0,154659.0,154012.0,PET18,700.0
597,3.0,157107.0,156109.0,HSP30,1200.0
599,3.0,160373.0,158538.0,YCR023C,781.0
600,3.0,162222.0,160744.0,SLM5,1200.0
602,3.0,166339.0,164111.0,NPP1,774.0
603,3.0,167999.0,167370.0,RHB1,875.0
604,3.0,172424.0,170886.0,FEN2,818.0
605,3.0,176438.0,173826.0,SYP1,1061.0
606,3.0,178220.0,177500.0,RPS14A,730.0
607,3.0,179520.0,186023.0,BPH1,817.0
608,3.0,186489.0,190169.0,SNT1,903.0
609,3.0,190592.0,191635.0,FEN1,733.0
610,3.0,193018.0,191834.0,RRP43,715.0
611,3.0,193297.0,194298.0,RBK1,726.0
612,3.0,197185.0,194414.0,PHO87,736.0
613,3.0,199549.0,197621.0,BUD5,700.0
614,3.0,200178.0,199546.0,MATALPHA2,700.0
615,3.0,200442.0,200969.0,MATALPHA1,700.0
616,3.0,200911.0,201243.0,YCR041W,700.0
617,3.0,205397.0,201174.0,TAF2,1200.0
619,3.0,207950.0,206877.0,PER1,713.0
620,3.0,209610.0,208135.0,RRT12,700.0
621,3.0,210423.0,209914.0,IMG1,706.0
622,3.0,211545.0,210718.0,BUD23,785.0
623,3.0,211929.0,213761.0,ARE1,754.0
625,3.0,213772.0,213464.0,YCR050C,700.0
627,3.0,214994.0,216445.0,RSC6,749.0
628,3.0,216697.0,218241.0,THR4,751.0
629,3.0,220067.0,218376.0,CTR86,774.0
630,3.0,223228.0,220457.0,PWP2,762.0
631,3.0,224230.0,223454.0,YIH1,717.0
632,3.0,224399.0,224734.0,TAH1,717.0
633,3.0,225563.0,227458.0,YCR061W,758.0
634,3.0,228318.0,228791.0,BUD31,731.0
636,3.0,229310.0,231004.0,HCM1,786.0
637,3.0,231500.0,232963.0,RAD18,750.0
638,3.0,236322.0,233125.0,SED4,810.0
639,3.0,237214.0,238776.0,ATG15,833.0
640,3.0,239055.0,240011.0,CPR4,854.0
641,3.0,240543.0,240103.0,IMG2,740.0
642,3.0,242352.0,240805.0,RSA4,726.0
643,3.0,246583.0,242588.0,SSK22,765.0
644,3.0,248815.0,248033.0,ERS1,716.0
645,3.0,250045.0,249293.0,YCR076C,707.0
646,3.0,252628.0,250238.0,PAT1,738.0
647,3.0,252845.0,254173.0,PTC6,737.0
648,3.0,254371.0,258654.0,SRB8,746.0
649,3.0,258883.0,259269.0,AHC2,734.0
650,3.0,259578.0,259961.0,TRX3,735.0
